article,cluster
Sri_Lanka,14
Sri_Lankan_Civil_War,8
St_Buryan,3
St_Michael%27s_Mount,3
St_Paul%27s_Cathedral,3
Stag_beetle,12
Stage_%28theatre%29,15
Stained_glass,3
Stanis%C5%82aw_Koniecpolski,3
Stanis%C5%82aw_Lem,7
Stanley%2C_Falkland_Islands,14
Stanley_Baldwin,8
Star,11
StarCraft,10
Star_Fox__Assault,7
Star_Trek,7
Star_Trek__Deep_Space_Nine,7
Star_Trek__The_Original_Series,7
Star_Wars,7
Star_Wars_Episode_IV__A_New_Hope,7
Star_anise,2
Stargate_SG-1,7
Starling,12
Starship_Troopers,8
Statistics,6
Statue_of_Zeus_at_Olympia,1
Steam_engine,4
Steel,13
Stefan_Edberg,15
Stegosaurus,0
Stem_cell,2
Stephen_Harper,8
Stephen_Hawking,11
Stephen_Jay_Gould,6
Stephen_Trigg,8
Stephen_of_England,3
Steve_Davis,15
Stickleback,12
Still_Game,7
Stingray,0
Stock,10
Stock_car_%28rail%29,4
Stockholm,5
Stoicism,6
Stone_Age,0
Stonehenge,1
Storm_of_October_1804,4
Stornoway,5
Stourbridge_Lion,4
Strait_of_Malacca,9
Stratford-upon-Avon,5
String_theory,11
Stroke,2
Strontium,13
Struthiomimus,0
Stuttering,7
Stuttgart,5
Styracosaurus,0
Sub-Saharan_Africa,14
Suburbs_of_Johannesburg,5
Sucre,14
Sudan,14
Sudanic_languages,6
Sudoku,10
Suez_Canal,9
Suffrage,6
Sugar,2
Sugar_beet,2
Sugarcane,2
Suikinkutsu,9
Suleiman_the_Magnificent,1
Sulfur,13
Sulfuric_acid,13
Sultan,14
Sumac,2
Sumatra,14
Sumer,1
Summer,9
Summer_Hill%2C_New_South_Wales,5
Sumo,15
Sun,11
Sun_Tzu,1
Sun_Yat-sen,8
Sundew,2
Sunflower,2
Sunlight,2
Sunol_Water_Temple,9
Sunset_Boulevard_%281950_film%29,7
Super_14,15
Super_Bowl_XL,15
Super_Chief,4
Super_Mario_64,7
Super_Mario_Bros.,7
Superconductivity,13
Superman,7
Supermarine_Spitfire,4
Supply_and_demand,6
Supply_chain_management,10
Supreme_Court_of_the_United_States,8
Suriname,14
Surtsey,9
Sustainable_forestry,9
Sutton_Hoo,1
Svalbard,9
Svart%C3%A1lfar,1
Swallow,12
Swan,0
Swastika,8
Swaziland,14
Sweden,14
Swedish_allotment_system,3
Swift,12
Swiss_Federal_Council,6
Swissair_Flight_111,4
Switzerland,14
Sydney,5
Sydney_Newman,7
Sydney_Riot_of_1879,15
Sylvanus_Morley,1
Symmetry,6
Synthesizer,10
Syria,14
T-34,8
T._D._Judah,4
T._S._Eliot,7
TGV,4
Tacitean_studies,1
Tagoi_language,14
Taipei,5
Taiwan,14
Taj_Mahal,1
Tajikistan,14
Talc,13
Tamarind,2
Tamil_language,6
Tamil_people,1
Tank,4
Tansy,12
Tantalum,13
Tanzania,14
Tao_Te_Ching,1
Taoism,1
Tarragon,12
Tashkent,5
Tasmanian_Devil,0
Tawny_Owl,12
Tay-Sachs_disease,2
Tay_Rail_Bridge,4
TeX,10
Tea,2
Technetium,13
Technology,6
Tehran,5
Tel_Aviv,5
Telecommunication,10
Telephone,10
Telephone_exchange,10
Telescope,11
Television,10
Tellurium,13
Temperate,9
Temple_of_Artemis,1
Templon,1
Tennis,15
Tennis_Masters_Cup,15
Tenzin_Gyatso%2C_14th_Dalai_Lama,8
Tenzing_Norgay,1
Terbium,13
Terik,14
Tern,12
Terrorism,8
Textile,2
Thailand,14
Thalassemia,2
Thallium,13
The_Absent-Minded_Beggar,3
The_Adventures_of_Tintin,7
The_Anarchy,3
The_Ashes,15
The_Bahamas,14
The_Beano,7
The_Beatles,7
The_Beatles_discography,7
The_Blitz,8
The_Broads,9
The_Brothers_Karamazov,7
The_Canadian,4
The_Cantos,1
The_Cat_in_the_Hat,7
The_Catcher_in_the_Rye,7
The_Catlins,9
The_Championships%2C_Wimbledon,15
The_Children%27s_Machine,10
The_Count_of_Monte_Cristo,7
The_Country_Wife,3
The_Curious_Incident_of_the_Dog_in_the_Night-time,7
The_Dandy,7
The_Fairy-Queen,7
The_Famous_Five_%28characters%29,7
The_Fens,9
The_Frogs,1
The_Gambia,14
The_Godfather,7
The_Great_Exhibition,3
The_Hague,5
The_Hitchhiker%27s_Guide_to_the_Galaxy,7
The_Hobbit,7
The_Holocaust,8
The_Illuminatus%21_Trilogy,7
The_Importance_of_Being_Earnest,7
The_Iron_Bridge,4
The_King%27s_Regiment_%28Liverpool%29,8
The_Last_Supper_%28Leonardo%29,3
The_Legend_of_Zelda_series,7
The_Lion%2C_the_Witch_and_the_Wardrobe,7
The_Lion_King,7
The_Lorax,7
The_Lord_of_the_Rings,7
The_Lord_of_the_Rings_film_trilogy,7
The_Magic_Flute,7
The_Marriage_of_Figaro,3
The_Merchant_of_Venice,3
The_Mismeasure_of_Man,6
The_Old_Man_and_the_Sea,7
The_Origin_of_Species,6
The_Oz_books,7
The_Picture_of_Dorian_Gray,7
The_Pilgrim%27s_Progress,3
The_Quatermass_Experiment,7
The_Relapse,3
The_Rime_of_the_Ancient_Mariner,7
The_Rite_of_Spring,7
The_Rolling_Stones,7
The_Seagull,7
The_Shawshank_Redemption,7
The_Simpsons,7
The_Smiths,7
The_Supremes,7
The_Temptations,7
The_Wall_Street_Journal,10
The_Waste_Land,7
The_West_Wing_%28TV_series%29,7
The_X-Files,7
Theatre,7
Theatre_Royal%2C_Drury_Lane,3
Theatre_in_the_round,7
Theodore_Roosevelt,8
Therizinosaurus,0
Thermodynamic_temperature,11
Thermodynamics,11
Theropoda,0
Theta,11
Thiamine,13
Third_Servile_War,1
Thomas_Aquinas,6
Thomas_Becket,3
Thomas_Cranmer,3
Thomas_Edison,4
Thomas_Gainsborough,3
Thomas_Hobbes,3
Thomas_Jefferson,8
Thomas_Malthus,6
Thomas_More,3
Thomas_Pynchon,7
Thomas_Samuel_Kuhn,6
Thor,1
Thorax,0
Thorium,13
Thrasybulus,1
Three_Gorges_Dam,9
Three_Laws_of_Robotics,6
Three_Mile_Island_accident,4
Thrush_%28bird%29,12
Thucydides,1
Thulium,13
Thunderstorm,9
Tiananmen_Square_protests_of_1989,8
Tibet,14
Tide,11
Tiger,0
Tiger_Woods,15
Tiger_shark,0
Tigris,9
Tijuana,5
Tiktaalik,0
Tim_Berners-Lee,10
Tim_Henman,15
Timbuktu,1
Time,6
Time_zone,9
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,11
Timken_1111,4
Timur,1
Tin,13
Tin%28II%29_chloride,13
Tin_whistle,15
Tiridates_I_of_Armenia,1
Titanium,13
Titanosauridae,0
To_Kill_a_Mockingbird,7
Tobacco,2
Tobacco_smoking,2
Tofu,2
Togo,14
Tokelau,14
Tokyo,5
Toluene,13
Tom_and_Jerry_%28MGM%29,7
Tone_cluster,7
Tonga,14
Tony_Blair,8
Tooth_development,2
Tooth_enamel,2
Top_of_the_Pops,7
Topology,6
Toraja,14
Tornado,4
Toronto,5
Tottenham_Hotspur_F.C.,15
Tour_de_France,15
Tourette_syndrome,6
Tourism,5
Tower_Bridge,4
Tower_of_London,3
Toy,6
Toy_Story,7
Trabancos_River,9
Trade_and_usage_of_saffron,2
Trade_union,6
Trafalgar_Square,3
Train,4
Trans-Siberian_Railway,4
Transit_of_Venus,11
Transport,5
Trapdoor_spider,0
Treasure_Island,7
Treaty_of_Devol,1
Treaty_of_Versailles,8
Tree,2
Tree_Sparrow,12
Tree_frog,12
Treecreeper,12
Trench_warfare,8
Triassic,0
Triathlon,15
Tribe,6
Triceratops,0
Trichinosis,2
Triggerplant,2
Trigonometric_function,6
Trigonometry,6
Trimurti,1
Trinidad_and_Tobago,14
Trinity,6
Trinity_College%2C_Cambridge,3
Trinity_test,8
Tripitaka,6
Tripoli,14
Triumph_of_the_Will,7
Trobairitz,1
Trojan_War,1
Troodon,0
Troop_sleeper,4
Tropical_Storm_Allison,4
Tropical_Storm_Ana_%282003%29,4
Tropical_Storm_Bilis_%282006%29,4
Tropical_Storm_Bonnie_%282004%29,4
Tropical_Storm_Chris_%282006%29,4
Tropical_Storm_Danielle_%281992%29,4
Tropical_Storm_Delta_%282005%29,4
Tropical_Storm_Franklin_%282005%29,4
Tropical_Storm_Harvey_%282005%29,4
Tropical_Storm_Henri_%282003%29,4
Tropical_Storm_Isabel_%281985%29,4
Tropical_Storm_Larry_%282003%29,4
Tropical_Storm_Lee_%282005%29,4
Tropical_Storm_Leslie_%282000%29,4
Tropical_Storm_Matthew_%282004%29,4
Tropical_Storm_Odette_%282003%29,4
Tropical_Storm_Vamei,4
Tropical_Storm_Zeta_%282005%29,4
Tropical_cyclone,4
Tropics,9
Trout,0
Trumpet,15
Tsar_Bomba,8
Tsunami,9
Tuatara,0
Tuberculosis,2
Tufted_Duck,12
Tuna,12
Tungsten,13
Tunis,1
Tunisia,14
Tupac_Shakur,7
Turin,5
Turkey,14
Turkey_%28bird%29,12
Turkish_Republic_of_Northern_Cyprus,14
Turkish_literature,1
Turkmenistan,14
Turks_and_Caicos_Islands,14
Turmeric,2
Turner_syndrome,2
Turquoise,2
Turtle,0
Tutsi,14
Tuvalu,14
Tycho_Brahe,11
Typewriter,10
Typhoon_Ewiniar_%282006%29,4
Typhoon_Saomai_%282006%29,4
Tyrannosaurus,0
U.S._Navy_Marine_Mammal_Program,0
U.S._Open_%28tennis%29,15
U.S._Route_66,4
U.S._state,8
U2,7
USS_Wisconsin_%28BB-64%29,4
Ubuntu_%28Linux_distribution%29,10
Uffington_White_Horse,9
Uganda,14
Ukraine,14
Ukulele,15
Ulawun,9
Ultimatum_game,6
Ultraviolet,13
Uluru,9
Ulysses_S._Grant,8
Umbrella_Cockatoo,12
Underground_%28stories%29,7
Union_Flag,3
Union_Station_%28San_Diego%29,4
United_Arab_Emirates,14
United_Kingdom,5
United_Kingdom_national_football_team,15
United_Malays_National_Organisation,8
United_Nations,8
United_States,14
United_States_Bill_of_Rights,8
United_States_Congress,8
United_States_Constitution,8
United_States_Declaration_of_Independence,8
United_States_House_of_Representatives,8
United_States_Numbered_Highways,4
United_States_Senate,8
United_States_Virgin_Islands,14
United_States_dollar,8
United_for_Peace_and_Justice,8
Universe,11
University,6
University_of_Bristol,5
University_of_Cambridge,5
University_of_Chicago,8
University_of_Texas_at_Austin,5
Unix,10
Ununbium,13
Ununhexium,13
Ununoctium,13
Ununpentium,13
Ununquadium,13
Ununtrium,13
Upsilon_Andromedae,11
Upsilon_Andromedae_b,11
Upsilon_Andromedae_c,11
Upsilon_Andromedae_d,11
Uranium,13
Uranus,11
Urial,12
Ursuline_Convent_Riots,3
Uruguay,14
Utilitarianism,6
Utrecht_%28city%29,5
Uzbekistan,14
Vacutainer,2
Valpara%C3%ADso,5
Vampire,1
Vampire_bat,0
Van_Halen,7
Vanadium,13
Vancouver,5
Vanilla,2
Vanuatu,14
Varanasi,5
Vasco_da_Gama,1
Vatican_City,5
Vegetable,2
Vegetation,9
Velociraptor,0
Venezuela,14
Venn_diagram,6
Venus,11
Venus_and_Adonis_%28opera%29,3
Vernon_Kell,8
Vertebrate,0
Vestigial_structure,0
Vicia_faba,2
Victor_Hugo,3
Victoria%2C_Seychelles,5
Victoria_Cross,8
Victoria_of_the_United_Kingdom,3
Video,10
Vienna,5
Vietnam,14
Vietnam_War,8
Viking,1
Vinaya,1
Vincent_van_Gogh,3
Virgil,1
Virginian_Railway,4
Virtuti_Militari,8
Virus,2
Visual_arts,6
Vitamin,2
Vitamin_C,2
Vitamin_D,2
Vitus_Bering,9
Vivien_Leigh,7
Vladimir_Lenin,8
Vodafone,10
Volcanic_pipe,9
Volcano,9
Vole,12
Volga_River,9
Volleyball,15
Volt,13
Voltaire,3
Voting,6
Vowel,6
Voynich_manuscript,1
Vulgar_Latin,1
Vulture,0
W._Mark_Felt,8
WTA_Tour_Championships,15
Wader,12
Waheguru,1
Wake_Island,8
Wales,5
Wall_Street,5
Wallaby,0
Wallis_and_Futuna,14
Walrus,0
Walt_Disney,7
Walt_Whitman,8
Walter_Raleigh,3
Walter_Scott,3
War,6
War_and_Peace,7
War_in_Somalia_%282006%E2%80%93present%29,14
War_of_the_League_of_Cambrai,3
War_of_the_Spanish_Succession,3
Ward_Cunningham,10
Warren_G._Harding,8
Wars_of_Castro,3
Wars_of_the_Roses,3
Warsaw,5
Warsaw_Uprising_%281794%29,3
Wasabi,2
Washington%2C_D.C.,5
Washington_Metro,4
Washington_streetcars,4
Wasp,12
Waste_management,13
Watch,10
Watchmen,7
Water,9
Water_Buffalo,0
Water_polo,15
Water_purification,13
Water_resources,9
Watercolor_painting,2
Watling_Street,1
Wave,11
Wave%E2%80%93particle_duality,11
Wayne_Rooney,15
Weakest_Link,7
Weapon,1
Weasel,12
Weather,9
Weather_forecasting,4
Weather_map,11
Weed,2
Weight_training,15
Weimar_Republic,8
Welding,13
Wellington,5
Welsh_law,3
Wernher_von_Braun,8
Wessex,1
West_Bank,5
West_Flemish,9
West_Virginia,8
Western_Front_%28World_War_I%29,8
Western_Roman_Empire,1
Western_Sahara,14
Western_painting,6
Westminster_Abbey,3
Westminster_System,14
Weston-super-Mare,5
Westport_Country_Playhouse,7
Weyauwega_derailment,4
Weymouth,5
Weyto_language,1
Whale,0
Whale_shark,0
Whale_song,0
Wheat,2
Where_Did_Our_Love_Go,7
Whipworm,2
White%27s_Tree_Frog,0
White-tailed_Eagle,0
White_Mountain_art,3
White_Wagtail,12
White_cliffs_of_Dover,9
Whitethroat,12
Whitney_Joins_The_JAMs,7
Whooping_Crane,12
Wigeon,12
Wikimedia_Foundation,10
Wikinews,10
Wikipedia,10
Wikipedia_Text_of_the_GNU_Free_Documentation_License,10
Wikisource,10
Wikispecies,10
Wild_cat,12
Wildebeest,0
Willem_Barents,9
William_Butler_Yeats,3
William_Edington,3
William_Ewart_Gladstone,8
William_Gilbert,11
William_Gladstone,8
William_Harvey,3
William_Henry_Harrison,8
William_Hogarth,3
William_Howard_Taft,8
William_III_of_England,3
William_II_of_England,3
William_IV_of_the_United_Kingdom,3
William_I_of_England,3
William_Mahone,8
William_McKinley,8
William_N._Page,4
William_Pitt_the_Younger,3
William_Renshaw,15
William_Shakespeare,3
William_Tecumseh_Sherman,8
William_Thomson%2C_1st_Baron_Kelvin,3
William_Wilberforce,3
William_and_Mary,9
William_the_Silent,3
Wind,9
Windows_2000,10
Windows_Vista,10
Windows_XP,10
Windsor_Castle,3
Wine,2
Winfield_Scott_%28ship%29,4
Winfield_Scott_Hancock,8
Winston_Churchill,8
Winston_Tunnel,4
Winter,15
Witold_Pilecki,8
Wolf_Brother,7
Wolfgang_Amadeus_Mozart,3
Wolverine,12
Wombat,0
Women%27s_rights,6
Wood,2
Wood_Pigeon,12
Wood_fuel,2
Woodpecker,12
Woodrow_Wilson,8
Woodruff,12
Woodworking,1
WorkChoices,8
Work_%28thermodynamics%29,11
Working_poor,6
World_Bank_Group,6
World_Health_Organization,14
World_Heritage_Site,9
World_Trade_Organization,14
World_War_I,8
World_War_II,8
World_Wide_Web,10
Worm,2
Wowpurchase,15
Wren,12
Wrench,10
Wrestling,1
Wright_brothers,4
Writing,1
Wyndham_Robertson,8
X-Men__The_Last_Stand,7
X_Window_System,10
X_Window_System_protocols_and_architecture,10
X_Window_core_protocol,10
Xanadu_House,4
Xenon,13
Yagan,3
Yak,12
Yamoussoukro,14
Yangtze_River,9
Yarralumla%2C_Australian_Capital_Territory,5
Yeast,2
Yellow_River,9
Yellow_fever,2
Yellowhammer,12
Yellowstone_National_Park,9
Yemen,14
Yenisei_River,9
Yes_Minister,7
Yeti,0
Yom_Kippur_War,8
York,5
Yorkshire_Dales,9
Yotsuya_Kaidan,7
You%27re_Still_the_One,7
Ytterbium,13
Yttrium,13
Yugoslavia,8
Yungay%2C_Peru,9
Yuri_Gagarin,8
Yuri_Knorosov,1
Z%C3%BCrich,5
ZX_Spectrum,10
Zachary_Taylor,8
Zambezi,9
Zambia,14
Zara_Yaqob,1
Zebra,0
Zebra_shark,12
Zeus,1
Zhang_Qian,1
Zheng_He,1
Ziad_Jarrah,8
Zimbabwe,14
Zinc,13
Zinc_chloride,13
Zion_National_Park,9
Zionism,8
Zirconium,13
Zoroaster,1
Zuid-Gelders,12
Zulu,14
